id,DC025,DC205,DC206,DC208,DC209,DC210,DC211,DC212,DC213,DC215,DC230a,DC230b,DC232,DC235,DC237,DC237a,DC237f,DC244,DC246,DC270a,DC109,DC201
17010,1,31.0,1.0,0.0,0.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1,31.0,Layak Minum
17011,1,21.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2,41.0,Layak Minum
17012,1,31.0,1.0,1.0,0.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,33.0,Layak Minum
17013,1,21.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,33.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1,41.0,Layak Minum
17014,1,21.0,1.0,1.0,0.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1,41.0,Layak Minum
17016,1,21.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2,41.0,Layak Minum
17017,1,21.0,1.0,1.0,0.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1,41.0,Layak Minum
17018,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4,11.0,Layak Minum
17019,1,31.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1,33.0,Layak Minum
17020,1,31.0,1.0,1.0,0.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,2,33.0,Layak Minum
17021,1,12.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,33.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,11.0,Layak Minum
17022,1,31.0,1.0,1.0,0.0,1.0,1.0,0.0,33.0,32.0,5.0,0.0,0.0,1.0,8.0,8.0,8.0,0.0,0.0,2,33.0,Layak Minum
17023,1,31.0,1.0,1.0,0.0,1.0,1.0,0.0,35.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,31.0,Layak Minum
17024,1,17.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,32.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1,21.0,Layak Minum
17026,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17027,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,11.0,Layak Minum
17028,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17030,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,11.0,Layak Minum
17031,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,11.0,Layak Minum
17034,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,3,11.0,Layak Minum
17037,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,11.0,Layak Minum
17038,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5,11.0,Layak Minum
17040,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17041,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,11.0,Layak Minum
17042,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4,11.0,Layak Minum
17043,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5,11.0,Layak Minum
17044,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4,11.0,Layak Minum
17045,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17047,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5,11.0,Layak Minum
17048,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5,11.0,Layak Minum
17049,1,12.0,1.0,1.0,0.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,11.0,Layak Minum
17050,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17051,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,5,11.0,Layak Minum
17052,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3,11.0,Layak Minum
17053,1,12.0,1.0,1.0,0.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2,11.0,Layak Minum
17054,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17055,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17056,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,11.0,Layak Minum
17057,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,11.0,Layak Minum
17058,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17059,1,12.0,1.0,1.0,1.0,1.0,0.0,1.0,33.0,33.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17060,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,11.0,Layak Minum
17061,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4,11.0,Layak Minum
17062,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17063,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,5,11.0,Layak Minum
17064,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17065,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4,11.0,Layak Minum
17067,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17068,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4,11.0,Layak Minum
17069,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3,11.0,Layak Minum
17070,1,12.0,1.0,1.0,0.0,0.0,0.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,11.0,Layak Minum
17071,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,11.0,Layak Minum
17072,1,12.0,1.0,1.0,0.0,1.0,1.0,0.0,35.0,32.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,11.0,Layak Minum
17073,1,12.0,1.0,1.0,0.0,1.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3,11.0,Tidak Layak Minum
17074,1,12.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1,11.0,Layak Minum
17075,1,12.0,1.0,1.0,1.0,1.0,0.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,11.0,Layak Minum
17077,1,31.0,1.0,0.0,0.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,33.0,Layak Minum
17079,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3,11.0,Layak Minum
17080,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,11.0,Layak Minum
17081,1,31.0,1.0,1.0,0.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2,31.0,Layak Minum
17082,1,31.0,1.0,1.0,0.0,1.0,0.0,0.0,33.0,33.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1,31.0,Layak Minum
17084,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17085,1,17.0,1.0,1.0,1.0,1.0,1.0,0.0,35.0,33.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2,21.0,Layak Minum
17086,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17088,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3,11.0,Layak Minum
17089,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3,11.0,Layak Minum
17091,1,17.0,1.0,1.0,1.0,1.0,0.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,21.0,Layak Minum
17093,1,17.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,21.0,Layak Minum
17094,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,4,11.0,Layak Minum
17096,1,12.0,1.0,1.0,1.0,0.0,0.0,0.0,35.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,11.0,Layak Minum
17097,1,12.0,1.0,1.0,0.0,0.0,0.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,11.0,Layak Minum
17098,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5,11.0,Layak Minum
17099,1,17.0,1.0,1.0,1.0,1.0,1.0,0.0,35.0,33.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2,21.0,Layak Minum
17101,1,31.0,1.0,1.0,0.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1,51.0,Layak Minum
17102,1,12.0,1.0,1.0,0.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,11.0,Layak Minum
17103,1,12.0,1.0,1.0,1.0,0.0,0.0,0.0,34.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,11.0,Layak Minum
17104,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5,11.0,Layak Minum
17106,1,12.0,1.0,1.0,0.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,11.0,Layak Minum
17107,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3,11.0,Layak Minum
17108,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3,11.0,Layak Minum
17109,1,17.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1,21.0,Layak Minum
17110,1,12.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,11.0,Layak Minum
17112,1,12.0,1.0,1.0,0.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,11.0,Layak Minum
17113,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3,11.0,Layak Minum
17114,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,11.0,Layak Minum
17115,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,11.0,Layak Minum
17116,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,34.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4,11.0,Layak Minum
17117,1,12.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5,11.0,Layak Minum
17119,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,34.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4,11.0,Layak Minum
17121,2,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4,11.0,Layak Minum
17122,2,12.0,1.0,1.0,1.0,0.0,0.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4,11.0,Layak Minum
17123,2,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5,11.0,Layak Minum
17125,2,12.0,1.0,1.0,0.0,0.0,0.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,11.0,Layak Minum
17127,2,12.0,1.0,1.0,0.0,0.0,1.0,0.0,34.0,33.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3,11.0,Layak Minum
17128,2,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5,11.0,Layak Minum
17129,2,17.0,1.0,1.0,0.0,1.0,1.0,0.0,33.0,33.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,4,21.0,Layak Minum
17132,2,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,11.0,Layak Minum
17133,2,12.0,1.0,1.0,0.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4,11.0,Layak Minum
17137,2,12.0,1.0,1.0,0.0,0.0,0.0,0.0,33.0,33.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,4,11.0,Layak Minum
17138,2,12.0,1.0,1.0,0.0,0.0,0.0,0.0,33.0,32.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2,11.0,Layak Minum
17140,2,12.0,1.0,1.0,1.0,1.0,1.0,0.0,35.0,33.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,4,11.0,Tidak Layak Minum
17141,2,12.0,1.0,0.0,1.0,0.0,0.0,0.0,35.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2,11.0,Layak Minum
17144,2,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,4,11.0,Layak Minum
17145,2,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4,11.0,Layak Minum
17146,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17148,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,5,11.0,Layak Minum
17149,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17151,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17152,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,35.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17155,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17156,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5,11.0,Layak Minum
17157,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,5,11.0,Layak Minum
17158,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17160,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17162,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17165,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,34.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17168,1,12.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0,35.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17170,1,12.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5,11.0,Layak Minum
17171,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4,11.0,Layak Minum
17172,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5,11.0,Layak Minum
17173,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,4,11.0,Layak Minum
17175,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17176,1,12.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17179,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,11.0,Layak Minum
17181,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17182,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17183,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,34.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17184,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5,11.0,Layak Minum
17186,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4,11.0,Layak Minum
17188,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,11.0,Layak Minum
17190,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,11.0,Layak Minum
17191,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,11.0,Layak Minum
17192,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,11.0,Layak Minum
17193,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,11.0,Layak Minum
17194,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,35.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,11.0,Layak Minum
17195,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,34.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,11.0,Layak Minum
17196,1,12.0,1.0,1.0,0.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,11.0,Layak Minum
17197,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,3,11.0,Layak Minum
17198,1,12.0,1.0,1.0,0.0,0.0,0.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2,11.0,Layak Minum
17199,1,16.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2,12.0,Layak Minum
17200,1,16.0,1.0,1.0,0.0,0.0,1.0,0.0,35.0,32.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,12.0,Layak Minum
17201,1,31.0,1.0,1.0,1.0,1.0,1.0,0.0,35.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,31.0,Layak Minum
17202,1,16.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3,12.0,Layak Minum
17203,1,31.0,1.0,1.0,1.0,1.0,0.0,0.0,34.0,33.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,31.0,Layak Minum
17204,1,31.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,31.0,Layak Minum
17205,1,12.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0,32.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,11.0,Layak Minum
17206,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2,11.0,Layak Minum
17207,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3,11.0,Layak Minum
17208,1,12.0,1.0,1.0,0.0,1.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3,11.0,Layak Minum
17212,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4,11.0,Layak Minum
17213,1,12.0,1.0,1.0,1.0,0.0,0.0,0.0,33.0,32.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,11.0,Layak Minum
17214,1,12.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,33.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3,11.0,Layak Minum
17215,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,35.0,32.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,11.0,Layak Minum
17216,1,31.0,1.0,1.0,0.0,1.0,1.0,0.0,33.0,32.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1,31.0,Layak Minum
