DC024,DC205,DC214,DC220,DC235,DC109,DC142a,DC201
51.0,12.0,34.0,67.0,2.0,11.0,70.0,1.0
51.0,12.0,34.0,61.0,2.0,11.0,82.0,1.0
51.0,12.0,34.0,56.0,2.0,11.0,153.0,1.0
51.0,12.0,35.0,63.0,1.9122885750162533,11.0,61.0,1.0
51.0,12.0,34.0,62.0,1.8366459317553867,11.0,99.0,1.0
51.0,12.0,34.0,57.0,1.994398174022141,11.0,52.0,1.0
51.0,12.0,34.0,28.0,1.930714265833892,11.0,105.0,1.0
51.0,12.0,34.0,84.0,2.0739664031876464,11.0,76.0,1.0
51.0,12.0,34.0,41.0,2.22681281403948,11.0,30.0,1.0
51.0,12.0,34.0,40.0,1.9895721005071303,11.0,95.0,1.0
51.0,12.0,34.0,52.0,1.6780165555346769,11.0,180.0,1.0
51.0,12.0,34.0,68.0,1.849004237512843,11.0,96.0,1.0
51.0,12.0,34.0,34.0,2.076166906665975,11.0,52.0,1.0
51.0,12.0,35.0,47.0,1.756928057166446,11.0,105.0,1.0
51.0,12.0,34.0,51.0,1.8689569541368345,11.0,50.0,1.0
51.0,12.0,34.0,56.0,1.8179222854798087,11.0,120.0,1.0
51.0,12.0,35.0,57.0,1.8715335094771843,11.0,96.0,1.0
51.0,12.0,34.0,64.0,2.240766556734382,11.0,72.0,1.0
51.0,12.0,34.0,44.0,1.9972415183585308,11.0,128.0,1.0
51.0,12.0,35.0,49.0,1.9878458872610936,11.0,30.0,1.0
51.0,12.0,35.0,59.0,1.81131046797628,11.0,46.0,1.0
51.0,12.0,34.0,75.0,2.024124011330012,11.0,78.0,1.0
51.0,12.0,34.0,58.0,1.918485297832566,11.0,122.0,1.0
51.0,12.0,34.0,40.0,1.964040805772946,11.0,72.0,1.0
51.0,12.0,34.0,31.0,2.0527173341529728,11.0,45.0,1.0
51.0,12.0,34.0,59.0,1.765060114136826,11.0,87.0,1.0
51.0,12.0,34.0,49.0,2.002621819341257,11.0,86.0,1.0
51.0,12.0,34.0,56.0,1.9176405742262503,11.0,108.0,1.0
51.0,12.0,34.0,64.0,2.0063604513917537,11.0,77.0,1.0
51.0,12.0,34.0,54.0,1.9454976320990849,11.0,70.0,1.0
51.0,12.0,34.0,74.0,2.044402724471021,11.0,87.0,1.0
51.0,12.0,35.0,42.0,1.8329518549323915,11.0,106.0,1.0
51.0,12.0,35.0,58.0,2.016852829513158,11.0,27.0,1.0
51.0,12.0,34.0,71.0,1.6816404797736946,11.0,210.0,1.0
51.0,12.0,34.0,41.0,1.9979633737256184,11.0,84.0,1.0
51.0,12.0,34.0,52.0,1.926932372536707,11.0,107.0,1.0
51.0,12.0,34.0,53.0,2.287274881397929,11.0,76.0,1.0
51.0,12.0,34.0,84.0,2.1919663249873547,11.0,24.0,1.0
51.0,12.0,34.0,57.0,1.829455100281648,11.0,57.0,1.0
51.0,12.0,34.0,46.0,1.934899917044536,11.0,36.0,1.0
51.0,12.0,34.0,42.0,1.7131627053300793,11.0,80.0,1.0
51.0,12.0,34.0,38.0,1.617031725557326,11.0,168.0,1.0
51.0,12.0,34.0,33.0,1.4639035186657534,11.0,95.0,1.0
51.0,12.0,34.0,44.0,1.912538054657285,11.0,60.0,1.0
51.0,12.0,38.0,66.0,2.062364767705915,11.0,18.0,1.0
51.0,12.0,34.0,35.0,1.921100195151714,11.0,20.0,1.0
51.0,31.0,34.0,44.0,2.095587506428148,51.0,52.0,1.0
51.0,12.0,34.0,48.0,1.6650632036397317,11.0,152.0,1.0
51.0,12.0,35.0,50.0,2.133111591105399,11.0,52.0,1.0
51.0,12.0,35.0,48.0,2.060417076318044,11.0,48.0,1.0
51.0,12.0,34.0,43.0,1.782838669006338,11.0,98.0,1.0
51.0,12.0,34.0,32.0,1.7747494306992146,11.0,96.0,1.0
51.0,12.0,34.0,40.0,1.7621635595743108,11.0,98.0,1.0
51.0,12.0,34.0,65.0,2.0548468209110062,11.0,48.0,1.0
51.0,12.0,34.0,40.0,1.9032037398824375,11.0,54.0,1.0
51.0,12.0,34.0,81.0,1.8962113736558384,11.0,42.0,1.0
51.0,31.0,34.0,66.0,2.142337240721539,51.0,24.0,1.0
51.0,12.0,35.0,32.0,1.814323936350989,11.0,105.0,1.0
51.0,12.0,35.0,45.0,1.9701613667140856,11.0,60.0,1.0
51.0,12.0,23.0,66.0,1.640038449638272,11.0,100.0,1.0
51.0,12.0,35.0,48.0,1.5746547024307025,11.0,160.0,1.0
51.0,12.0,34.0,37.0,1.8880585127337128,11.0,45.0,1.0
51.0,12.0,34.0,50.0,1.73482740431549,11.0,95.0,1.0
51.0,12.0,34.0,74.0,2.0,11.0,121.0,1.0
51.0,12.0,34.0,55.0,2.0,11.0,98.0,1.0
51.0,21.0,34.0,36.0,2.0,41.0,68.0,1.0
51.0,12.0,34.0,49.0,3.0,11.0,105.0,1.0
51.0,12.0,34.0,45.0,2.0,11.0,48.0,1.0
51.0,31.0,34.0,62.0,2.0,51.0,42.0,1.0
51.0,12.0,34.0,76.0,2.0,11.0,60.0,1.0
51.0,12.0,34.0,79.0,2.0,11.0,68.0,1.0
51.0,12.0,34.0,92.0,2.0,11.0,80.0,1.0
51.0,12.0,34.0,49.0,2.0,11.0,112.0,1.0
51.0,12.0,34.0,44.0,3.0,11.0,42.0,1.0
51.0,31.0,34.0,59.0,2.0,51.0,62.0,1.0
51.0,12.0,34.0,32.0,2.0,11.0,56.0,1.0
51.0,31.0,34.0,95.0,3.0,31.0,38.0,1.0
51.0,31.0,34.0,76.0,2.0,51.0,21.0,1.0
51.0,31.0,34.0,62.0,2.0,51.0,40.0,1.0
51.0,12.0,34.0,73.0,2.0,11.0,77.0,1.0
51.0,31.0,34.0,41.0,2.0,51.0,32.0,1.0
51.0,31.0,34.0,30.0,2.0,51.0,35.0,1.0
51.0,31.0,34.0,39.0,2.0,51.0,42.0,1.0
51.0,31.0,34.0,30.0,3.0,51.0,36.0,1.0
51.0,12.0,34.0,36.0,3.0,11.0,41.0,1.0
51.0,21.0,34.0,31.0,3.0,41.0,25.0,1.0
51.0,31.0,34.0,26.0,2.0,51.0,54.0,1.0
51.0,31.0,34.0,24.0,2.0,51.0,23.0,1.0
51.0,12.0,34.0,29.0,2.0,11.0,41.0,1.0
51.0,12.0,34.0,62.0,3.0,11.0,100.0,1.0
51.0,12.0,34.0,45.0,3.0,11.0,56.0,1.0
51.0,31.0,34.0,86.0,3.0,51.0,30.0,1.0
51.0,12.0,34.0,50.0,3.0,11.0,85.0,1.0
51.0,12.0,34.0,58.0,2.0,11.0,68.0,1.0
51.0,12.0,34.0,62.0,2.0,11.0,12.0,1.0
51.0,12.0,34.0,48.0,2.0,11.0,195.0,1.0
51.0,12.0,34.0,79.0,3.0,11.0,22.0,1.0
51.0,12.0,34.0,54.0,2.0,11.0,94.0,1.0
51.0,12.0,34.0,47.0,3.0,11.0,92.0,1.0
51.0,17.0,34.0,63.0,3.0,21.0,60.0,1.0
51.0,12.0,34.0,47.0,2.0,11.0,66.0,1.0
51.0,12.0,34.0,34.0,2.0,11.0,58.0,1.0
51.0,12.0,34.0,51.0,3.0,11.0,24.0,1.0
51.0,31.0,34.0,36.0,2.0,31.0,46.0,1.0
51.0,12.0,34.0,58.0,3.0,11.0,156.0,1.0
51.0,12.0,34.0,38.0,3.0,11.0,60.0,1.0
51.0,12.0,34.0,46.0,3.0,11.0,96.0,1.0
51.0,12.0,34.0,70.0,3.0,11.0,68.0,1.0
51.0,12.0,32.0,79.0,2.0,11.0,46.0,1.0
51.0,12.0,34.0,53.0,3.0,11.0,180.0,1.0
51.0,12.0,34.0,29.0,3.0,11.0,58.0,1.0
51.0,12.0,35.0,27.0,3.0,11.0,60.0,1.0
51.0,12.0,34.0,45.0,3.0,11.0,48.0,1.0
51.0,12.0,35.0,44.0,3.0,11.0,72.0,1.0
51.0,12.0,35.0,61.0,3.0,11.0,72.0,1.0
51.0,12.0,34.0,30.0,3.0,11.0,72.0,1.0
51.0,12.0,34.0,41.0,3.0,11.0,74.0,1.0
51.0,12.0,34.0,68.0,3.0,11.0,66.0,1.0
51.0,12.0,34.0,45.0,3.0,11.0,73.0,1.0
51.0,12.0,34.0,64.0,3.0,11.0,119.0,1.0
51.0,12.0,34.0,65.0,3.0,11.0,97.0,1.0
51.0,12.0,34.0,60.0,3.0,11.0,76.0,1.0
51.0,12.0,34.0,42.0,3.0,11.0,69.0,1.0
51.0,31.0,34.0,61.0,3.0,31.0,32.0,1.0
51.0,31.0,34.0,39.0,3.0,31.0,56.0,1.0
51.0,12.0,23.0,81.0,3.0,11.0,45.0,1.0
51.0,31.0,35.0,44.0,3.0,31.0,48.0,1.0
51.0,12.0,35.0,48.0,3.0,11.0,100.0,1.0
51.0,12.0,35.0,60.0,3.0,11.0,50.0,1.0
51.0,17.0,34.0,43.0,3.0,21.0,73.0,1.0
51.0,12.0,34.0,47.0,3.0,11.0,42.0,1.0
51.0,17.0,34.0,32.0,3.0,21.0,72.0,1.0
51.0,12.0,34.0,33.0,3.0,11.0,50.0,1.0
51.0,12.0,34.0,38.0,3.0,11.0,68.0,1.0
51.0,12.0,34.0,37.0,3.0,11.0,84.0,1.0
51.0,12.0,35.0,57.0,3.0,11.0,41.0,1.0
51.0,12.0,35.0,53.0,1.6504309213905684,11.0,54.0,1.0
51.0,12.0,35.0,47.0,1.8744337158360969,11.0,49.0,1.0
51.0,17.0,35.0,44.0,1.7851070894162706,21.0,90.0,1.0
51.0,12.0,35.0,68.0,1.5276076594890624,11.0,137.0,1.0
51.0,12.0,35.0,46.0,1.7954601978192943,11.0,36.0,1.0
51.0,12.0,35.0,53.0,1.4464426741737426,11.0,350.0,1.0
51.0,12.0,35.0,71.0,1.7393033773431468,11.0,200.0,1.0
51.0,12.0,35.0,40.0,1.5892647272702711,11.0,125.0,1.0
51.0,12.0,35.0,62.0,1.4279755143581667,11.0,177.0,1.0
51.0,12.0,35.0,31.0,1.675614667050249,11.0,216.0,1.0
51.0,12.0,35.0,64.0,1.9469912081876788,11.0,55.0,1.0
51.0,12.0,35.0,58.0,1.8630716889650245,11.0,60.0,1.0
51.0,12.0,35.0,47.0,1.9765624154876584,11.0,50.0,1.0
51.0,12.0,35.0,61.0,1.577428550458332,11.0,67.0,1.0
51.0,12.0,35.0,54.0,1.6375765468512216,11.0,99.0,1.0
51.0,12.0,35.0,34.0,1.5401390135524875,11.0,159.0,1.0
51.0,12.0,35.0,41.0,1.8877940342590016,11.0,88.0,1.0
51.0,12.0,35.0,46.0,1.554253327456296,11.0,80.0,1.0
51.0,12.0,35.0,57.0,1.412698115840659,11.0,110.0,1.0
51.0,12.0,35.0,71.0,1.7065590875575478,11.0,42.0,1.0
51.0,12.0,34.0,23.0,2.059226453775709,11.0,15.0,1.0
51.0,12.0,35.0,36.0,1.5566140477699784,11.0,96.0,1.0
51.0,17.0,35.0,20.0,2.2023757157940205,21.0,14.0,1.0
51.0,17.0,35.0,21.0,2.19259241147042,21.0,14.0,1.0
51.0,12.0,35.0,84.0,2.0373170694639757,11.0,25.0,1.0
51.0,12.0,34.0,57.0,2.0,11.0,35.0,1.0
51.0,17.0,35.0,86.0,1.0,21.0,23.0,1.0
51.0,12.0,34.0,42.0,2.0,11.0,48.0,1.0
51.0,12.0,35.0,49.0,2.0,11.0,95.0,0.0
51.0,17.0,35.0,55.0,2.0,21.0,96.0,0.0
51.0,12.0,35.0,77.0,2.0,11.0,71.0,0.0
51.0,17.0,23.0,52.0,2.0,21.0,66.0,0.0
51.0,12.0,35.0,44.0,3.0,11.0,105.0,1.0
51.0,12.0,35.0,68.0,1.6583737555932134,11.0,66.0,1.0
51.0,12.0,35.0,51.0,1.7865805456958754,11.0,120.0,1.0
51.0,17.0,35.0,43.0,2.14652030148964,21.0,33.0,1.0
51.0,12.0,35.0,57.0,2.0,11.0,52.0,1.0
51.0,12.0,35.0,42.0,1.8140836061134429,11.0,45.0,1.0
51.0,12.0,35.0,40.0,1.7816722903823607,11.0,94.0,1.0
51.0,12.0,35.0,49.0,2.0,11.0,90.0,1.0
51.0,12.0,34.0,64.0,2.0,11.0,40.0,1.0
51.0,12.0,23.0,49.0,3.0,11.0,35.0,1.0
51.0,12.0,34.0,74.0,3.0,11.0,93.0,1.0
51.0,12.0,34.0,37.0,3.0,11.0,70.0,1.0
51.0,17.0,34.0,69.0,3.0,21.0,56.0,1.0
51.0,12.0,34.0,37.0,3.0,11.0,40.0,1.0
51.0,17.0,24.0,39.0,2.0,21.0,9.0,1.0
51.0,12.0,34.0,47.0,2.0,11.0,64.0,1.0
51.0,12.0,34.0,51.0,2.0,11.0,36.0,1.0
51.0,12.0,34.0,32.0,2.0,11.0,78.0,1.0
51.0,12.0,34.0,47.0,1.0,11.0,160.0,1.0
51.0,12.0,34.0,38.0,1.9197673479788917,11.0,32.0,1.0
51.0,12.0,24.0,49.0,2.0,11.0,12.0,1.0
51.0,12.0,34.0,28.0,2.0,11.0,12.0,1.0
51.0,17.0,24.0,50.0,2.0,21.0,6.0,1.0
51.0,12.0,34.0,27.0,2.0,11.0,18.0,1.0
51.0,12.0,34.0,35.0,2.0,11.0,35.0,1.0
51.0,17.0,36.0,45.0,1.0,21.0,42.0,1.0
51.0,17.0,24.0,66.0,2.0,21.0,4.0,1.0
51.0,17.0,34.0,59.0,2.0,21.0,8.0,1.0
51.0,12.0,34.0,42.0,2.0,11.0,96.0,1.0
51.0,17.0,34.0,25.0,3.0,21.0,10.0,1.0
51.0,12.0,34.0,25.0,2.0,11.0,36.0,1.0
51.0,12.0,34.0,27.0,3.0,11.0,20.0,1.0
51.0,12.0,35.0,37.0,2.0,11.0,60.0,1.0
51.0,12.0,34.0,48.0,1.5030229956149408,11.0,90.0,1.0
51.0,12.0,34.0,49.0,2.0,11.0,90.0,1.0
51.0,12.0,35.0,40.0,1.7439433462876313,11.0,24.0,1.0
51.0,12.0,34.0,43.0,2.0,11.0,80.0,1.0
51.0,12.0,34.0,24.0,1.5358918258803504,11.0,144.0,1.0
51.0,12.0,35.0,49.0,2.0,11.0,25.0,1.0
51.0,12.0,35.0,42.0,2.0,11.0,80.0,1.0
51.0,12.0,35.0,48.0,1.6988224490312176,11.0,150.0,1.0
51.0,12.0,34.0,32.0,1.6380355025395383,11.0,80.0,1.0
51.0,12.0,35.0,25.0,1.8616384694726311,11.0,12.0,1.0
51.0,12.0,35.0,43.0,1.523059235364743,11.0,200.0,1.0
51.0,12.0,34.0,20.0,1.8467279887471215,11.0,14.0,1.0
51.0,12.0,34.0,29.0,2.0,11.0,20.0,1.0
51.0,12.0,35.0,38.0,1.6223034364303557,11.0,40.0,1.0
51.0,12.0,34.0,41.0,2.0,11.0,12.0,1.0
51.0,12.0,34.0,49.0,1.622846267902998,11.0,123.0,1.0
51.0,12.0,34.0,26.0,2.0,11.0,12.0,1.0
51.0,12.0,34.0,27.0,2.0,11.0,12.0,1.0
51.0,12.0,34.0,21.0,2.1079152386558944,11.0,12.0,1.0
51.0,12.0,35.0,29.0,2.0,11.0,28.0,1.0
51.0,12.0,35.0,43.0,2.0,11.0,16.0,1.0
51.0,12.0,35.0,42.0,1.7054487897066937,11.0,178.0,1.0
51.0,12.0,34.0,41.0,2.0,11.0,12.0,1.0
51.0,12.0,35.0,44.0,2.0,11.0,150.0,1.0
51.0,12.0,35.0,62.0,1.8792861425716607,11.0,50.0,1.0
51.0,12.0,35.0,44.0,1.5981699172338248,11.0,90.0,1.0
51.0,12.0,35.0,48.0,1.6217917308914949,11.0,150.0,1.0
51.0,12.0,35.0,19.0,1.7948484307666766,11.0,15.0,1.0
51.0,12.0,34.0,32.0,2.0,11.0,28.0,1.0
51.0,12.0,34.0,28.0,2.0,11.0,30.0,1.0
51.0,12.0,34.0,35.0,2.0,11.0,12.0,1.0
51.0,12.0,34.0,23.0,2.0,11.0,12.0,1.0
51.0,12.0,34.0,21.0,2.0,11.0,15.0,1.0
51.0,12.0,35.0,28.0,2.0,11.0,14.0,1.0
51.0,12.0,34.0,26.0,2.140517522484551,11.0,20.0,1.0
51.0,12.0,34.0,23.0,2.0,11.0,15.0,1.0
51.0,12.0,34.0,23.0,2.220337738407704,11.0,16.0,1.0
51.0,12.0,35.0,37.0,1.8400502927205,11.0,24.0,1.0
51.0,12.0,34.0,44.0,1.572509960928309,11.0,48.0,1.0
51.0,12.0,34.0,20.0,2.0,11.0,15.0,1.0
51.0,12.0,35.0,64.0,2.0,11.0,300.0,1.0
51.0,12.0,34.0,35.0,1.7667963834864715,11.0,30.0,1.0
51.0,12.0,35.0,40.0,1.7064556417746393,11.0,100.0,1.0
51.0,12.0,35.0,32.0,1.6216165476772737,11.0,153.0,1.0
51.0,12.0,34.0,46.0,1.7344631296222994,11.0,72.0,1.0
51.0,12.0,35.0,52.0,1.6705871126707628,11.0,56.0,1.0
51.0,12.0,35.0,53.0,1.514681639265276,11.0,316.0,1.0
51.0,12.0,35.0,58.0,1.0,11.0,280.0,1.0
51.0,12.0,35.0,31.0,2.0,11.0,21.0,1.0
51.0,12.0,35.0,43.0,1.7122745156009285,11.0,100.0,1.0
51.0,12.0,35.0,34.0,2.0,11.0,32.0,1.0
51.0,12.0,34.0,28.0,1.680587927658419,11.0,24.0,1.0
51.0,12.0,34.0,33.0,1.8054136955992264,11.0,18.0,1.0
51.0,12.0,35.0,36.0,2.0,11.0,15.0,1.0
51.0,12.0,35.0,45.0,2.0,11.0,128.0,1.0
51.0,12.0,34.0,58.0,1.7437616263921651,11.0,86.0,1.0
51.0,12.0,35.0,34.0,1.7448721379614316,11.0,60.0,1.0
51.0,12.0,34.0,28.0,2.0,11.0,10.0,1.0
51.0,17.0,34.0,18.0,2.1311754085155554,21.0,12.0,1.0
51.0,12.0,35.0,57.0,1.504991453065378,11.0,268.0,1.0
51.0,12.0,34.0,63.0,2.0,11.0,80.0,1.0
51.0,12.0,34.0,43.0,2.0,11.0,16.0,1.0
51.0,12.0,34.0,43.0,1.711601842541512,11.0,100.0,1.0
51.0,12.0,35.0,36.0,3.0,11.0,117.0,1.0
51.0,12.0,34.0,50.0,1.7617371446635914,11.0,69.0,1.0
51.0,12.0,24.0,45.0,2.0,11.0,70.0,1.0
51.0,12.0,35.0,39.0,2.0,11.0,90.0,1.0
51.0,12.0,34.0,51.0,1.8807791618180023,11.0,48.0,1.0
51.0,12.0,34.0,29.0,1.609830601052196,11.0,56.0,1.0
51.0,12.0,34.0,41.0,1.8186373118212389,11.0,20.0,1.0
51.0,12.0,34.0,35.0,2.142651529369557,11.0,12.0,1.0
51.0,12.0,34.0,21.0,1.900800199147174,11.0,15.0,1.0
51.0,12.0,35.0,19.0,2.0,11.0,9.0,1.0
51.0,12.0,34.0,31.0,1.8394996168235476,11.0,48.0,1.0
51.0,12.0,35.0,35.0,2.0,11.0,50.0,1.0
51.0,12.0,34.0,36.0,2.0,11.0,35.0,1.0
51.0,12.0,34.0,30.0,2.0,11.0,90.0,1.0
51.0,12.0,34.0,50.0,1.7715380146968054,11.0,82.0,1.0
51.0,12.0,34.0,34.0,2.0,11.0,48.0,1.0
51.0,12.0,35.0,37.0,2.0,11.0,15.0,1.0
51.0,12.0,34.0,23.0,2.006321040311101,11.0,15.0,1.0
51.0,12.0,34.0,65.0,1.838244147042444,11.0,45.0,1.0
51.0,12.0,35.0,57.0,1.6551828210157713,11.0,200.0,1.0
51.0,12.0,34.0,28.0,2.0,11.0,15.0,1.0
51.0,12.0,35.0,70.0,2.0,11.0,150.0,1.0
51.0,12.0,34.0,59.0,1.4438123290409464,11.0,140.0,1.0
51.0,12.0,35.0,58.0,2.0,11.0,75.0,1.0
51.0,12.0,35.0,40.0,2.0,11.0,36.0,1.0
51.0,12.0,35.0,32.0,2.0,11.0,21.0,1.0
51.0,12.0,35.0,47.0,2.0,11.0,18.0,1.0
51.0,12.0,35.0,43.0,1.5864221998437495,11.0,70.0,1.0
51.0,12.0,35.0,48.0,2.0,11.0,36.0,1.0
51.0,12.0,35.0,75.0,2.0,11.0,12.0,1.0
51.0,12.0,34.0,40.0,2.0,11.0,28.0,1.0
51.0,12.0,34.0,48.0,1.7513798366418478,11.0,32.0,1.0
51.0,12.0,34.0,43.0,2.0,11.0,12.0,1.0
51.0,12.0,35.0,36.0,1.664187272185407,11.0,158.0,1.0
51.0,12.0,34.0,39.0,2.0,11.0,20.0,1.0
51.0,12.0,34.0,35.0,2.0,11.0,12.0,1.0
51.0,12.0,34.0,41.0,1.6169853832514165,11.0,48.0,1.0
51.0,12.0,35.0,59.0,1.5284387128436223,11.0,100.0,1.0
51.0,12.0,35.0,64.0,1.4596603867968785,11.0,112.0,1.0
51.0,12.0,34.0,40.0,2.0,11.0,24.0,1.0
51.0,12.0,34.0,60.0,1.6178437818875844,11.0,75.0,1.0
51.0,12.0,34.0,51.0,1.5647269121111749,11.0,110.0,1.0
51.0,12.0,34.0,62.0,1.6214086554550389,11.0,145.0,1.0
51.0,12.0,35.0,49.0,1.494686269090416,11.0,100.0,1.0
51.0,12.0,35.0,67.0,2.0,11.0,170.0,1.0
51.0,12.0,35.0,51.0,1.49702595822125,11.0,150.0,1.0
51.0,12.0,35.0,47.0,1.5355381338275709,11.0,180.0,1.0
51.0,12.0,35.0,20.0,2.0,11.0,20.0,1.0
51.0,12.0,34.0,52.0,2.0,11.0,300.0,1.0
51.0,12.0,34.0,61.0,2.0,11.0,540.0,1.0
51.0,12.0,34.0,39.0,2.0,11.0,24.0,1.0
51.0,12.0,34.0,34.0,2.0,11.0,100.0,1.0
51.0,12.0,35.0,33.0,1.6729278760433457,11.0,90.0,1.0
51.0,12.0,34.0,27.0,1.9898642050937083,11.0,18.0,1.0
51.0,12.0,34.0,42.0,2.0,11.0,42.0,1.0
51.0,12.0,34.0,32.0,2.020004103991208,11.0,16.0,1.0
51.0,12.0,34.0,21.0,2.072427563221567,11.0,12.0,1.0
51.0,12.0,35.0,37.0,2.0,11.0,100.0,1.0
51.0,12.0,34.0,63.0,2.0,11.0,40.0,1.0
51.0,12.0,34.0,30.0,2.0,11.0,18.0,1.0
51.0,12.0,34.0,51.0,2.0,11.0,64.0,1.0
51.0,12.0,34.0,47.0,2.0,11.0,24.0,1.0
51.0,12.0,34.0,50.0,1.5695231024239615,11.0,170.0,1.0
51.0,12.0,34.0,49.0,2.0,11.0,39.0,1.0
51.0,12.0,35.0,54.0,1.77952799218629,11.0,90.0,1.0
51.0,16.0,12.0,41.0,2.0,12.0,70.0,1.0
51.0,12.0,34.0,22.0,1.0,11.0,45.0,1.0
51.0,12.0,35.0,39.0,1.8326930261817096,11.0,50.0,1.0
51.0,12.0,35.0,42.0,1.6737703637732155,11.0,50.0,1.0
51.0,12.0,35.0,41.0,1.7491350692805905,11.0,12.0,1.0
51.0,12.0,35.0,44.0,1.7996354513872874,11.0,12.0,1.0
51.0,12.0,35.0,38.0,1.9485403527864,11.0,29.0,1.0
51.0,12.0,35.0,50.0,2.044831102902588,11.0,20.0,1.0
51.0,17.0,34.0,37.0,2.0,21.0,15.0,1.0
51.0,17.0,34.0,33.0,2.0,21.0,25.0,1.0
52.0,12.0,35.0,50.0,3.0,11.0,36.0,1.0
52.0,17.0,23.0,38.0,3.0,21.0,56.0,1.0
52.0,12.0,35.0,17.0,3.0,11.0,54.0,1.0
52.0,31.0,31.0,29.0,3.0,31.0,20.0,1.0
52.0,31.0,31.0,38.0,3.0,51.0,64.0,1.0
52.0,31.0,38.0,60.0,2.0,51.0,20.0,1.0
52.0,31.0,31.0,46.0,2.0,51.0,40.0,0.0
52.0,12.0,35.0,24.0,3.0,11.0,153.0,1.0
52.0,12.0,35.0,23.0,3.0,11.0,42.0,1.0
52.0,31.0,31.0,37.0,3.0,31.0,36.0,1.0
52.0,12.0,34.0,28.0,3.0,11.0,105.0,1.0
52.0,12.0,35.0,46.0,2.0,11.0,56.0,1.0
52.0,12.0,35.0,23.0,2.0,11.0,56.0,1.0
52.0,12.0,35.0,26.0,2.0,11.0,42.0,1.0
52.0,12.0,35.0,26.0,2.0,11.0,104.0,1.0
52.0,12.0,35.0,20.0,2.0,11.0,34.0,1.0
52.0,31.0,31.0,56.0,2.0,31.0,35.0,0.0
52.0,12.0,23.0,40.0,1.0,11.0,72.0,1.0
52.0,12.0,35.0,34.0,2.0,11.0,128.0,1.0
52.0,12.0,34.0,26.0,3.0,11.0,32.0,1.0
52.0,12.0,35.0,42.0,2.0,11.0,130.0,1.0
52.0,12.0,35.0,40.0,1.0,11.0,56.0,1.0
52.0,17.0,23.0,57.0,2.0,21.0,30.0,1.0
52.0,12.0,35.0,55.0,1.4967694294882292,11.0,28.0,1.0
52.0,12.0,35.0,45.0,3.0,11.0,63.0,1.0
52.0,12.0,35.0,47.0,2.0,11.0,99.0,1.0
52.0,12.0,35.0,55.0,1.593865371171605,11.0,175.0,1.0
52.0,12.0,35.0,52.0,1.6371703170123908,11.0,72.0,1.0
52.0,12.0,23.0,39.0,2.094998292037108,11.0,55.0,1.0
52.0,12.0,35.0,41.0,1.8548419854089084,11.0,72.0,1.0
52.0,12.0,35.0,46.0,1.9871772314712632,11.0,56.0,1.0
52.0,12.0,35.0,45.0,1.861156378897008,11.0,56.0,1.0
52.0,12.0,35.0,48.0,1.0,11.0,156.0,1.0
52.0,12.0,35.0,51.0,3.0,11.0,200.0,1.0
52.0,12.0,35.0,37.0,2.0,11.0,117.0,1.0
52.0,12.0,35.0,60.0,1.4197457716709243,11.0,136.0,1.0
52.0,12.0,35.0,64.0,2.022942898977064,11.0,42.0,1.0
52.0,12.0,35.0,36.0,1.935251502466345,11.0,30.0,1.0
52.0,12.0,35.0,38.0,1.798177415337054,11.0,120.0,1.0
52.0,12.0,35.0,53.0,1.6199410771353089,11.0,169.0,1.0
52.0,12.0,35.0,53.0,2.200714158192248,11.0,24.0,1.0
52.0,16.0,35.0,46.0,2.0,12.0,108.0,1.0
52.0,12.0,35.0,33.0,2.0,11.0,70.0,1.0
52.0,16.0,35.0,49.0,2.0,12.0,48.0,1.0
52.0,17.0,23.0,49.0,2.115961709031059,21.0,63.0,1.0
52.0,12.0,35.0,48.0,1.744496388279606,11.0,80.0,1.0
52.0,31.0,23.0,40.0,2.39312748304996,31.0,28.0,1.0
52.0,12.0,35.0,62.0,2.0,11.0,50.0,1.0
52.0,31.0,35.0,51.0,2.324498386234206,31.0,24.0,1.0
52.0,12.0,35.0,46.0,1.5781204683152097,11.0,120.0,1.0
52.0,12.0,35.0,53.0,2.0,11.0,42.0,1.0
52.0,12.0,35.0,56.0,1.892170742097856,11.0,36.0,1.0
52.0,12.0,35.0,47.0,1.801816435756449,11.0,88.0,1.0
52.0,12.0,35.0,33.0,2.198995849576641,11.0,21.0,1.0
52.0,31.0,35.0,40.0,1.0,31.0,48.0,1.0
52.0,12.0,35.0,41.0,2.177867613144626,11.0,54.0,1.0
52.0,12.0,35.0,40.0,2.1909350979776363,11.0,24.0,1.0
52.0,12.0,35.0,39.0,2.063882126775476,11.0,44.0,1.0
52.0,17.0,35.0,43.0,2.0,21.0,21.0,1.0
52.0,12.0,35.0,41.0,2.0,11.0,48.0,1.0
52.0,17.0,35.0,51.0,2.128402330584465,21.0,15.0,1.0
52.0,12.0,35.0,30.0,2.148292761563594,11.0,30.0,1.0
52.0,12.0,35.0,37.0,2.055002982211361,11.0,30.0,1.0
52.0,12.0,35.0,41.0,1.8219953306116732,11.0,48.0,1.0
52.0,31.0,35.0,23.0,2.268246826854982,31.0,20.0,1.0
52.0,12.0,35.0,46.0,1.8812847506825103,11.0,81.0,1.0
52.0,12.0,35.0,34.0,2.233229530464312,11.0,25.0,1.0
52.0,12.0,35.0,46.0,2.07619538475269,11.0,37.0,1.0
52.0,17.0,35.0,30.0,3.0,21.0,28.0,1.0
