DC024,DC025,DC205,DC206,DC207,DC208,DC209,DC210,DC211,DC212,DC213,DC214,DC215,DC216,DC217,DC219,DC220,DC226,DC230a,DC230b,DC232,DC232b,DC235,DC237,DC237a,DC237b,DC237c,DC237d,DC237e,DC237f,DC241,DC242,DC244,DC246,DC252,DC270a,DC109,DC142a,DC201
36,2,12.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,35.0,33.0,3.0,4,1,54.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4,11.0,60.0,1.0
36,2,12.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,33.0,35.0,33.0,2.0,4,1,28.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5,11.0,60.0,1.0
36,2,12.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,33.0,35.0,33.0,2.0,2,1,42.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5,11.0,80.0,1.0
36,2,12.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,33.0,35.0,33.0,2.0,2,1,67.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,11.0,70.0,1.0
36,2,12.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,35.0,33.0,3.0,3,2,52.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5,11.0,70.0,1.0
36,2,12.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,33.0,35.0,33.0,2.0,2,1,27.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5,11.0,230.0,1.0
36,1,12.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,35.0,33.0,2.0,4,1,54.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,11.0,84.0,1.0
36,1,31.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,33.0,31.0,33.0,2.0,2,1,46.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,31.0,54.0,1.0
36,1,12.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,33.0,35.0,33.0,3.0,4,1,55.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,11.0,72.0,1.0
36,1,17.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,35.0,32.0,3.0,3,1,69.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,21.0,45.0,1.0
36,1,31.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,11.0,31.0,33.0,1.0,2,1,39.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,31.0,18.0,1.0
36,1,12.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,33.0,35.0,33.0,2.0,2,1,42.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4,11.0,63.0,1.0
36,2,12.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,33.0,34.0,33.0,2.0,2,1,30.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5,11.0,24.0,1.0
36,2,12.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,35.0,33.0,3.0,4,2,63.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4,11.0,70.0,1.0
36,2,12.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,35.0,33.0,4.0,4,1,66.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,5,11.0,200.0,1.0
36,2,12.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,33.0,35.0,33.0,4.0,4,1,60.0,8.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3,11.0,54.0,1.0
36,2,31.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,12.0,33.0,3.0,2,1,71.0,8.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,51.0,48.0,1.0
36,2,31.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,33.0,34.0,33.0,3.0,4,1,45.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,51.0,52.0,1.0
36,2,12.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,33.0,35.0,33.0,6.0,4,1,70.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4,11.0,96.0,1.0
36,2,31.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,34.0,35.0,33.0,1.0,2,1,35.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,51.0,80.0,1.0
36,2,12.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,35.0,33.0,2.0,4,1,45.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,11.0,60.0,1.0
36,2,16.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,33.0,35.0,33.0,2.0,2,1,51.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4,12.0,72.0,1.0
36,2,12.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,33.0,35.0,33.0,3.0,4,1,26.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,5,11.0,96.0,1.0
36,2,16.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,33.0,35.0,33.0,3.0,2,1,49.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4,12.0,55.0,1.0
36,2,31.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,35.0,33.0,2.0,4,2,52.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,51.0,60.0,1.0
36,2,31.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,12.0,33.0,2.0,4,1,28.0,8.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,51.0,48.0,1.0
36,2,12.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,33.0,35.0,33.0,4.0,4,1,47.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5,11.0,64.0,1.0
36,2,16.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,33.0,35.0,33.0,2.0,2,1,27.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3,12.0,48.0,1.0
36,1,12.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,35.0,35.0,33.0,1.0,2,1,33.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,11.0,60.0,1.0
36,1,12.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,33.0,35.0,32.0,1.0,1,2,38.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,11.0,24.0,1.0
36,1,12.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,33.0,35.0,33.0,2.0,2,1,46.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2,11.0,108.0,1.0
36,1,12.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,33.0,35.0,33.0,2.0,4,2,59.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4,11.0,56.0,1.0
36,1,12.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,33.0,35.0,33.0,2.0,2,1,39.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,5,11.0,90.0,1.0
36,1,12.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,33.0,35.0,33.0,3.0,2,1,41.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,11.0,48.0,1.0
36,1,12.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,33.0,35.0,33.0,1.0,2,1,73.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4,11.0,40.0,1.0
36,1,12.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,33.0,35.0,33.0,3.0,2,1,51.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,11.0,48.0,1.0
36,1,31.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,35.0,33.0,3.0,4,1,55.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,51.0,140.0,1.0
36,1,12.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,33.0,35.0,33.0,3.0,4,1,54.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3,11.0,108.0,1.0
36,1,31.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,35.0,33.0,2.0,4,1,56.0,8.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1,51.0,72.0,1.0
36,1,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,35.0,33.0,2.0,4,1,48.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,11.0,64.0,1.0
36,1,12.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,35.0,33.0,5.0,4,1,44.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,11.0,108.0,1.0
36,1,31.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,33.0,35.0,33.0,2.0,4,1,50.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,51.0,48.0,1.0
36,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,35.0,33.0,3.0,4,1,64.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,3,11.0,48.0,1.0
36,1,12.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,35.0,33.0,2.0,4,1,41.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,11.0,48.0,1.0
36,1,31.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,35.0,33.0,9.0,4,1,69.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,51.0,120.0,1.0
36,1,31.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,33.0,35.0,33.0,2.0,3,2,42.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1,51.0,60.0,1.0
36,1,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,35.0,33.0,2.0,4,1,39.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,11.0,66.0,1.0
36,1,12.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,33.0,35.0,33.0,1.0,2,1,36.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,11.0,10.0,1.0
36,1,17.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,35.0,33.0,2.0,2,1,26.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2,21.0,60.0,1.0
36,1,31.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,35.0,33.0,3.0,4,1,25.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,51.0,286.0,1.0
36,2,12.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,35.0,33.0,2.0,4,1,44.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4,11.0,80.0,1.0
36,2,12.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,34.0,35.0,33.0,3.0,2,1,39.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,11.0,108.0,1.0
36,2,12.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,33.0,34.0,33.0,3.0,2,1,39.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4,11.0,66.0,1.0
36,2,12.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,35.0,33.0,4.0,4,1,52.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,4,11.0,99.0,1.0
36,2,12.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,35.0,35.0,33.0,4.0,1,2,52.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,11.0,72.0,1.0
36,2,17.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,35.0,35.0,33.0,2.0,2,1,77.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2,21.0,88.0,1.0
36,2,12.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,33.0,35.0,33.0,3.0,2,1,38.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4,11.0,119.0,1.0
36,2,31.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,11.0,35.0,33.0,2.0,4,2,55.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,31.0,32.0,1.0
36,2,12.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,33.0,35.0,33.0,4.0,4,1,53.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,5,11.0,113.0,1.0
36,2,12.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,33.0,35.0,33.0,4.0,4,1,60.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4,11.0,56.0,1.0
36,2,12.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,33.0,35.0,33.0,3.0,4,1,60.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4,11.0,54.0,1.0
36,2,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,35.0,33.0,2.0,2,1,32.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,11.0,48.0,1.0
36,2,12.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,33.0,35.0,33.0,3.0,1,2,42.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,11.0,998.0,1.0
36,2,31.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,33.0,35.0,33.0,2.0,4,2,68.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,31.0,40.0,1.0
36,2,12.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,33.0,35.0,33.0,2.0,1,2,24.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,5,11.0,60.0,1.0
36,2,12.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,33.0,35.0,33.0,2.0,4,2,60.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,5,11.0,35.0,1.0
36,2,12.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,33.0,35.0,33.0,2.0,2,1,66.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4,11.0,96.0,1.0
36,2,12.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,33.0,35.0,33.0,2.0,2,2,53.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4,11.0,45.0,1.0
36,2,12.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,33.0,35.0,33.0,2.0,4,1,31.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,11.0,80.0,1.0
36,2,12.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,33.0,35.0,33.0,2.0,2,2,47.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4,11.0,72.0,1.0
36,2,12.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,33.0,35.0,33.0,3.0,4,1,60.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5,11.0,96.0,1.0
36,2,12.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,33.0,35.0,33.0,5.0,2,2,47.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,5,11.0,72.0,1.0
36,2,12.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,33.0,35.0,33.0,3.0,1,1,39.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4,11.0,48.0,1.0
36,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,33.0,35.0,33.0,2.0,1,2,62.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,11.0,90.0,1.0
36,1,12.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,33.0,35.0,33.0,4.0,2,1,61.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,11.0,120.0,1.0
36,1,12.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,33.0,34.0,33.0,3.0,1,1,47.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,11.0,208.0,1.0
36,1,12.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,33.0,35.0,33.0,2.0,3,1,56.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,11.0,90.0,1.0
36,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,35.0,33.0,3.0,4,1,59.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,11.0,120.0,1.0
36,1,12.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,33.0,35.0,33.0,2.0,1,2,56.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,11.0,100.0,1.0
36,1,12.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,33.0,35.0,33.0,3.0,2,1,46.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,5,11.0,100.0,1.0
36,1,12.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,33.0,35.0,33.0,3.0,4,1,66.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,11.0,200.0,1.0
36,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,35.0,33.0,5.0,4,2,57.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,11.0,170.0,1.0
36,1,12.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,33.0,35.0,33.0,5.0,4,1,62.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,11.0,120.0,1.0
36,1,12.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,33.0,35.0,33.0,2.0,4,1,50.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,11.0,140.0,1.0
36,1,12.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,33.0,35.0,33.0,4.0,4,1,61.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,11.0,165.0,1.0
36,1,12.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,33.0,35.0,33.0,2.0,2,1,68.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4,11.0,80.0,1.0
36,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,35.0,33.0,2.0,2,1,31.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,11.0,200.0,1.0
36,1,12.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,33.0,35.0,33.0,2.0,2,1,48.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,5,11.0,120.0,1.0
36,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,35.0,33.0,5.0,4,1,40.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5,11.0,190.0,1.0
36,1,12.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,33.0,32.0,33.0,2.0,2,1,62.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,11.0,112.0,1.0
36,1,12.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,33.0,35.0,32.0,2.0,2,1,44.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,11.0,70.0,1.0
36,1,12.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,33.0,35.0,33.0,3.0,4,2,60.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,5,11.0,90.0,1.0
36,1,12.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,35.0,33.0,4.0,5,1,65.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,11.0,90.0,1.0
36,1,12.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,33.0,35.0,32.0,1.0,2,1,37.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5,11.0,84.0,1.0
