id,DC024,DC025,DC205,DC206,DC207,DC208,DC209,DC210,DC211,DC212,DC213,DC214,DC215,DC216,DC217,DC219,DC220,DC226,DC230a,DC230b,DC232,DC232b,DC235,DC237,DC237a,DC237b,DC237c,DC237d,DC237e,DC237f,DC241,DC242,DC244,DC246,DC252,DC270a,DC109,DC142a,DC201
17829,32,1,12,1,0,1,1,1,1,0,33,35,33,2,2,1,29,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4,11,60,Layak Minum
17831,32,1,12,1,0,1,0,0,1,0,35,35,33,1,2,1,44,2,1,1,0,0,2,0,0,0,0,0,0,0,3,NA,0,0,0,2,11,15,Layak Minum
17832,32,1,12,1,0,1,1,0,1,0,33,35,33,3,4,1,55,2,1,1,1,0,2,0,0,0,0,0,0,0,1,1,0,1,4,3,11,56,Layak Minum
17835,32,1,12,1,0,1,1,0,1,1,33,35,33,6,4,1,55,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,4,5,11,285,Layak Minum
17836,32,1,12,1,0,1,1,1,1,1,33,35,34,3,2,1,37,2,1,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,4,4,11,56,Layak Minum
17844,32,1,16,1,1,1,0,0,1,0,33,35,33,3,4,1,57,2,1,1,1,0,2,1,1,0,1,0,0,1,1,1,0,0,2,2,12,78,Layak Minum
17849,32,1,12,1,0,1,1,0,1,0,33,35,34,1,2,1,29,2,1,1,1,0,3,1,1,0,0,0,0,0,1,1,0,0,0,4,11,56,Layak Minum
17850,32,1,12,1,1,1,1,1,1,0,33,35,33,2,4,1,39,2,1,1,1,0,3,1,1,0,0,0,0,0,1,1,0,0,NA,3,11,50,Layak Minum
17851,32,1,17,1,0,1,0,1,1,0,35,35,33,1,2,1,26,2,1,1,1,0,3,1,1,0,0,0,0,0,3,NA,0,0,4,1,21,14,Layak Minum
17852,32,1,12,1,0,1,1,0,1,0,35,35,31,2,2,1,39,2,1,1,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,2,11,13,Layak Minum
17853,32,1,17,1,0,1,0,0,0,0,35,35,33,1,4,1,59,95,3,NA,NA,NA,2,0,0,0,0,0,0,0,NA,NA,0,0,1,1,21,998,Layak Minum
17857,32,1,17,1,0,1,1,0,0,0,33,35,33,1,1,2,56,95,1,1,1,0,2,0,0,0,0,0,0,0,NA,NA,0,0,0,1,21,12,Layak Minum
17859,32,1,16,1,1,1,1,0,1,0,33,35,32,2,4,1,47,2,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,4,12,98,Layak Minum
17861,32,1,16,1,1,1,1,0,1,0,21,31,33,1,2,1,76,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,12,75,Layak Minum
17862,32,1,16,1,0,1,0,0,1,0,33,35,33,2,4,1,62,2,1,1,1,0,2,1,1,0,1,0,0,0,1,1,1,0,1,1,12,94,Layak Minum
17863,32,1,16,1,1,1,1,0,1,0,33,35,33,2,2,1,40,2,1,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,3,12,72,Layak Minum
17864,32,1,17,1,1,1,0,1,1,0,35,35,33,2,4,1,42,2,1,1,1,0,2,1,1,0,1,0,0,0,3,NA,0,0,0,2,21,12,Layak Minum
17866,32,1,31,1,0,1,1,0,0,0,33,35,33,3,2,1,65,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,4,1,31,70,Layak Minum
17868,32,1,16,1,0,1,1,0,1,0,33,35,33,2,4,1,44,2,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,3,12,19,Layak Minum
17871,32,1,16,1,1,1,1,0,1,0,33,35,35,1,2,1,41,2,1,1,1,0,2,1,1,0,1,0,0,0,1,1,0,0,0,3,12,120,Layak Minum
17872,32,1,16,1,1,1,0,0,1,0,33,35,32,4,4,1,40,2,1,1,1,0,2,1,1,0,0,0,0,0,1,1,0,0,1,2,12,42,Layak Minum
17873,32,1,17,1,0,1,0,0,0,0,35,35,33,1,4,2,41,2,1,1,1,0,2,1,1,0,0,0,0,0,1,1,0,0,1,1,21,15,Layak Minum
17874,32,1,17,1,0,1,0,0,1,0,33,35,33,1,4,1,45,2,1,1,1,0,2,1,1,0,0,0,0,0,3,NA,0,0,1,1,21,15,Layak Minum
17875,32,1,17,1,0,1,1,0,0,0,34,35,33,2,2,1,35,2,2,1,1,0,3,1,1,0,0,0,0,0,1,1,0,0,1,2,21,28,Layak Minum
17876,32,1,16,1,0,1,1,1,1,0,33,35,33,3,2,1,31,2,1,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,3,12,84,Layak Minum
17878,32,1,12,1,0,1,1,1,1,0,33,35,33,1,2,1,35,2,1,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,1,3,11,12,Layak Minum
17879,32,1,16,1,0,1,0,0,0,0,33,35,33,2,2,1,80,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,12,154,Layak Minum
17880,32,1,16,1,0,1,1,0,1,0,34,35,33,1,2,1,27,2,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,2,12,62,Layak Minum
17881,32,1,17,1,0,1,0,0,0,0,35,35,32,1,4,1,46,2,3,NA,NA,NA,3,1,1,0,0,0,0,1,3,NA,0,0,4,1,21,28,Layak Minum
17882,32,1,16,1,0,1,1,0,1,0,33,35,33,2,4,2,62,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,0,1,1,12,60,Layak Minum
17883,32,1,12,1,1,1,1,0,1,0,33,35,34,2,4,2,57,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,0,0,4,11,54,Layak Minum
17885,32,1,17,1,0,1,0,0,1,0,33,32,33,1,2,1,29,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,0,1,1,21,24,Layak Minum
17886,32,1,12,1,1,1,1,1,1,0,33,35,32,4,2,1,49,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,1,4,11,70,Layak Minum
17887,32,1,17,1,0,1,0,0,1,0,34,32,33,2,4,1,55,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,0,1,1,21,37,Layak Minum
17888,32,1,16,1,0,1,1,1,1,0,33,35,33,3,4,1,32,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,2,12,48,Layak Minum
17889,32,1,17,1,0,1,0,0,0,0,33,35,33,1,2,1,38,2,1,1,1,0,NA,0,0,0,0,0,0,0,3,NA,0,0,1,1,21,12,Layak Minum
17890,32,1,17,1,0,1,1,1,1,0,33,35,32,1,4,1,51,2,1,1,0,0,NA,1,1,0,0,0,0,1,1,1,0,0,1,2,21,15,Layak Minum
17891,32,1,16,1,1,1,1,1,1,1,33,35,33,3,5,1,52,2,2,1,1,0,NA,0,0,0,0,0,0,0,1,1,1,0,0,5,12,84,Layak Minum
17892,32,1,16,1,1,1,1,0,1,0,33,35,33,2,4,1,58,2,2,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,1,2,12,68,Layak Minum
17893,32,1,16,1,1,1,1,1,1,0,33,35,33,3,5,1,31,2,1,1,1,0,NA,1,1,0,1,0,0,1,1,1,0,0,0,4,12,120,Layak Minum
17894,32,1,16,1,0,1,1,0,1,0,33,35,33,3,4,1,52,2,1,1,1,0,NA,1,1,1,0,0,0,1,1,1,0,0,1,3,12,75,Layak Minum
17895,32,1,12,1,0,1,1,1,1,0,33,35,33,2,2,2,41,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,1,4,11,110,Layak Minum
17896,32,1,12,1,1,1,1,0,0,1,33,35,33,4,2,1,30,2,4,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,5,11,200,Layak Minum
17898,32,1,12,1,1,1,1,1,0,1,33,35,33,3,2,1,60,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,0,4,5,11,181,Layak Minum
17899,32,1,12,1,0,1,0,0,1,0,33,35,33,1,2,1,37,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,1,4,2,11,12,Layak Minum
17900,32,1,16,1,0,1,1,1,1,0,33,35,33,3,5,1,36,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,0,1,3,12,130,Layak Minum
17901,32,1,12,1,1,1,1,1,1,1,33,35,33,6,4,1,55,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,0,0,5,11,200,Layak Minum
17902,32,1,17,1,0,1,0,0,0,0,33,35,32,1,2,1,26,2,1,1,1,0,2,0,0,0,0,0,0,0,3,NA,0,0,4,1,21,14,Layak Minum
17903,32,1,17,1,0,1,0,1,1,0,33,35,33,1,2,1,28,2,1,1,0,0,3,0,0,0,0,0,0,0,3,NA,0,0,1,2,21,18,Layak Minum
17904,32,1,16,1,0,1,1,0,0,0,33,36,33,3,3,2,36,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,0,1,3,12,82,Layak Minum
17905,32,1,12,1,0,1,1,0,0,1,33,35,33,4,5,1,34,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,5,11,150,Layak Minum
17906,32,1,16,1,0,1,1,1,1,1,33,35,34,5,4,1,47,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,1,0,1,5,12,148,Layak Minum
17907,32,1,16,1,1,1,1,1,1,0,33,35,33,2,4,1,61,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,2,3,12,45,Layak Minum
17908,32,1,16,1,0,1,1,0,1,1,33,35,33,5,4,2,77,2,1,1,1,0,3,0,0,0,0,0,0,0,1,1,0,1,0,5,12,200,Layak Minum
17909,32,1,12,1,1,1,0,0,1,0,35,35,33,2,4,1,55,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,1,3,11,39,Layak Minum
17910,32,1,12,1,1,1,1,0,0,0,33,32,32,2,4,2,55,2,1,1,1,0,NA,1,1,0,1,0,0,1,1,1,0,0,1,2,11,67,Layak Minum
17912,32,1,17,1,1,1,1,0,0,0,33,35,33,3,4,1,82,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,0,1,3,21,140,Layak Minum
17913,32,1,12,1,1,1,0,1,0,0,33,35,33,2,3,1,48,2,1,1,0,0,NA,1,1,0,0,0,0,0,1,1,0,0,1,2,11,35,Layak Minum
17914,32,1,12,1,0,1,1,0,1,0,33,35,33,3,4,1,56,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,1,3,11,140,Layak Minum
17916,32,1,12,1,0,1,1,1,1,0,33,38,33,2,4,1,53,2,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,2,11,30,Layak Minum
17917,32,1,12,1,1,1,1,1,1,0,33,35,33,1,4,2,78,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,0,1,3,11,42,Layak Minum
17918,32,1,12,1,1,1,1,0,1,0,33,38,31,2,4,1,54,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,2,3,11,42,Layak Minum
17920,32,1,16,1,1,1,1,1,0,1,33,35,33,2,2,1,47,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,4,12,96,Layak Minum
17921,32,1,12,1,0,1,0,0,1,0,35,35,31,1,2,1,27,95,1,1,1,0,2,0,0,0,0,0,0,0,NA,NA,0,0,4,1,11,9,Layak Minum
17922,32,1,12,1,1,1,0,0,0,0,34,35,33,2,4,1,55,2,2,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,0,4,2,11,56,Layak Minum
17923,32,1,12,1,1,1,0,0,1,0,33,35,33,1,1,2,21,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,0,4,11,12,Layak Minum
17924,32,1,12,1,0,1,0,0,0,0,33,35,35,1,1,2,24,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,0,0,3,11,12,Layak Minum
17926,32,1,12,1,1,1,1,1,1,1,34,35,33,3,4,1,56,2,1,1,0,0,NA,1,1,0,0,0,0,0,1,1,1,0,1,5,11,90,Layak Minum
17927,32,1,12,1,0,1,1,0,1,0,35,35,33,2,4,2,52,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,1,2,11,36,Layak Minum
17928,32,1,12,1,1,1,1,1,1,0,33,35,33,4,4,2,60,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,2,5,11,113,Layak Minum
17929,32,1,12,1,0,1,0,0,0,0,33,35,32,2,4,1,52,2,1,1,1,0,NA,0,0,0,0,0,0,0,3,NA,0,0,0,2,11,24,Layak Minum
17930,32,1,12,1,1,1,1,1,1,0,33,35,33,3,2,1,38,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,1,4,11,100,Layak Minum
17931,32,1,16,1,1,1,1,0,1,0,33,35,33,3,5,1,45,2,3,NA,NA,NA,1,0,0,0,0,0,0,0,1,1,0,0,0,3,12,98,Layak Minum
17932,32,1,16,1,1,1,1,0,1,0,33,35,34,3,4,1,47,2,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,5,12,144,Layak Minum
17933,32,1,16,1,1,1,1,0,1,1,NA,35,33,4,4,1,61,2,1,1,1,0,2,1,1,0,0,0,0,0,1,1,0,0,0,4,12,80,Layak Minum
17934,32,1,12,1,0,1,1,0,0,0,33,35,33,1,4,1,44,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,2,11,12,Layak Minum
17935,32,1,12,1,1,0,1,1,1,0,33,35,33,4,4,2,51,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,4,11,168,Layak Minum
17936,32,1,17,1,0,1,0,0,0,0,35,35,33,1,3,1,23,95,1,1,1,0,3,0,0,0,0,0,0,0,NA,NA,0,0,0,1,21,12,Layak Minum
17938,32,1,31,1,1,1,1,0,0,0,33,35,33,3,2,1,75,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,2,31,57,Layak Minum
17942,32,1,12,1,0,1,1,1,1,0,33,35,32,1,2,1,40,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,3,11,15,Layak Minum
17943,32,1,12,1,0,1,1,1,1,1,33,35,33,4,2,1,31,2,1,1,1,0,2,1,1,0,0,1,0,0,1,1,1,0,1,5,11,280,Layak Minum
17944,32,1,31,1,0,1,1,0,1,0,33,35,33,6,4,2,56,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,4,31,148,Layak Minum
17945,32,1,31,1,0,1,1,1,1,0,33,35,33,3,4,2,52,2,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,3,31,81,Layak Minum
17946,32,1,17,1,0,1,0,0,0,0,33,35,33,1,1,1,17,95,1,1,1,0,3,1,1,0,0,0,0,0,NA,NA,0,0,0,1,21,15,Layak Minum
17947,32,1,16,1,1,1,1,0,1,0,34,35,33,2,4,1,36,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,2,12,56,Layak Minum
17948,32,1,12,1,0,1,1,1,1,1,33,35,33,5,5,1,36,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,5,11,70,Layak Minum
17949,32,1,31,1,0,1,0,0,1,0,35,23,32,4,4,1,68,2,1,1,1,0,2,1,1,0,0,0,0,0,1,1,0,0,0,1,31,84,Layak Minum
17950,32,1,12,1,0,1,1,0,1,0,33,35,33,1,2,1,51,2,1,1,1,0,3,0,0,0,0,0,0,0,1,1,0,0,1,2,11,10,Layak Minum
17952,32,1,31,1,0,1,1,1,1,0,33,35,33,1,2,1,42,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2,31,14,Layak Minum
17953,32,1,16,1,0,1,0,0,1,0,33,35,34,1,2,1,26,2,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,12,21,Layak Minum
17954,32,1,31,1,1,1,1,0,1,0,33,35,33,1,2,1,40,2,1,1,1,0,2,1,1,0,0,0,0,0,1,1,0,0,0,3,31,28,Layak Minum
17956,32,1,16,1,1,1,1,1,1,1,33,35,33,3,4,1,50,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,0,5,12,150,Layak Minum
17957,32,1,31,1,1,0,0,0,1,0,33,35,33,1,1,1,36,95,1,1,1,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,1,1,31,13,Layak Minum
17958,32,1,12,1,1,1,1,0,1,1,33,35,33,3,4,1,65,2,1,1,1,0,NA,1,1,0,0,1,0,1,1,1,0,0,0,5,11,165,Layak Minum
17959,32,1,16,1,0,1,1,0,1,0,34,38,33,2,4,1,48,2,1,1,1,0,2,0,0,0,0,0,0,0,3,NA,0,0,0,1,12,40,Layak Minum
17960,32,1,16,1,0,1,1,0,1,1,33,35,33,5,4,1,53,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,0,1,4,12,160,Layak Minum
17961,32,1,31,1,0,1,1,0,1,0,34,35,33,3,4,1,66,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2,31,45,Layak Minum
17962,32,1,16,1,0,1,0,0,1,0,34,35,31,2,4,1,39,2,1,1,1,0,2,1,1,0,0,0,0,0,1,1,0,0,1,2,12,37,Layak Minum
17963,32,1,12,1,1,1,1,0,1,1,33,35,33,3,4,2,67,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,0,2,5,11,70,Layak Minum
17965,32,1,16,1,0,1,1,1,1,0,33,35,32,3,4,1,53,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,0,0,4,12,80,Layak Minum
17966,32,1,16,1,0,1,1,1,1,0,33,35,32,2,4,1,59,2,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,2,12,60,Layak Minum
17968,32,1,31,1,1,1,1,1,0,1,33,35,33,2,2,1,46,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,0,4,31,56,Layak Minum
17969,32,1,16,1,1,1,1,0,1,0,33,35,33,4,4,2,40,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,0,3,12,200,Layak Minum
17970,32,1,31,1,1,1,0,0,1,0,33,35,33,1,1,1,46,95,1,1,1,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,1,2,31,12,Layak Minum
17971,32,1,12,1,0,1,0,1,1,0,33,35,33,1,1,1,16,95,1,1,1,0,2,0,0,0,0,0,0,0,NA,NA,0,0,0,3,11,12,Layak Minum
17972,32,1,31,1,0,1,0,0,1,1,33,35,33,1,1,2,24,95,1,1,1,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,2,31,16,Layak Minum
17974,32,1,12,1,0,1,1,0,0,1,33,35,33,1,1,2,34,95,1,1,1,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,3,11,12,Layak Minum
17975,32,1,12,1,0,1,0,0,1,1,33,35,33,1,1,1,22,95,1,1,1,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,3,11,16,Layak Minum
17977,32,1,31,1,1,1,1,0,1,1,33,35,33,3,4,1,50,2,1,1,1,0,NA,1,1,0,0,0,0,1,1,1,0,0,1,4,31,72,Layak Minum
17978,32,1,12,1,0,1,0,1,1,0,33,35,33,1,1,2,25,95,1,1,1,0,1,1,1,0,0,0,0,0,NA,NA,0,0,4,2,11,16,Layak Minum
17979,32,1,16,1,0,1,0,1,1,0,33,34,33,1,1,1,19,95,1,1,1,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,1,2,12,12,Layak Minum
17980,32,1,12,1,0,0,0,0,0,0,33,35,34,1,1,2,20,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,0,0,1,11,12,Layak Minum
17981,32,1,16,1,0,1,0,0,1,0,34,21,33,1,2,1,35,2,1,1,1,0,3,1,1,0,0,0,0,0,1,1,0,0,2,1,12,24,Layak Minum
17982,32,1,16,1,1,1,1,0,1,0,33,35,33,3,4,1,55,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,4,12,84,Layak Minum
17983,32,1,31,1,1,1,1,0,1,0,34,35,33,5,1,1,80,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,3,31,143,Layak Minum
17984,32,1,12,1,0,1,1,1,1,0,33,35,33,6,4,1,77,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,4,11,95,Layak Minum
17986,32,1,12,1,1,1,1,1,1,1,33,35,32,4,4,2,54,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,5,11,186,Layak Minum
17987,32,1,12,1,0,1,1,1,1,1,33,35,33,5,4,1,51,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,0,0,5,11,370,Layak Minum
17989,32,1,12,1,0,1,1,0,1,0,33,35,33,3,4,1,43,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4,11,42,Layak Minum
17990,32,1,12,1,1,1,1,1,1,1,33,36,33,4,4,2,61,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,4,5,11,200,Layak Minum
17991,32,1,12,1,1,1,0,1,0,0,34,35,32,2,4,1,74,5,1,1,0,0,2,1,1,0,0,0,0,1,1,1,0,0,1,1,11,28,Layak Minum
17992,32,1,31,1,0,1,0,0,1,0,33,35,33,2,4,1,64,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,31,75,Layak Minum
17993,32,1,16,1,1,1,1,1,1,0,33,35,33,3,4,1,48,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,4,4,12,140,Layak Minum
17994,32,1,12,1,1,1,1,0,1,1,34,35,33,4,4,1,45,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,5,11,86,Layak Minum
17997,32,1,16,1,0,1,1,0,1,0,33,35,32,4,4,1,67,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,3,12,56,Layak Minum
17998,32,1,12,1,1,1,1,0,1,0,33,35,33,3,4,1,63,2,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,5,11,60,Layak Minum
18000,32,1,12,1,0,1,1,0,1,0,33,35,33,3,4,1,42,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,4,11,70,Layak Minum
18001,32,1,17,1,0,0,0,0,0,0,33,35,33,1,1,1,22,2,1,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,4,1,21,9,Layak Minum
18002,32,1,17,1,0,1,1,0,0,0,35,35,32,2,2,2,53,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,4,1,21,90,Layak Minum
18003,32,1,17,1,0,1,0,0,0,0,35,35,33,1,1,1,54,5,1,1,1,0,2,1,1,0,0,0,0,0,1,1,0,0,0,1,21,35,Layak Minum
18004,32,1,31,1,1,1,1,0,1,0,33,35,33,3,5,2,64,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,31,126,Layak Minum
18005,32,1,12,1,1,1,1,1,1,0,33,35,33,4,4,2,58,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,5,11,120,Layak Minum
18006,32,1,12,1,1,1,1,1,1,1,33,35,33,5,5,1,41,2,4,NA,NA,NA,3,1,0,0,0,1,0,0,1,1,1,1,2,5,11,600,Layak Minum
18007,32,1,12,1,0,1,1,1,1,0,33,35,33,2,1,1,36,2,1,1,1,0,3,1,1,0,0,0,0,0,1,1,1,0,0,5,11,96,Layak Minum
18009,32,1,12,1,0,1,1,1,1,0,33,35,34,3,2,1,30,2,1,1,1,0,NA,0,0,0,0,0,0,0,3,NA,0,1,4,4,11,90,Layak Minum
18010,32,1,12,1,0,1,0,0,1,0,33,35,32,1,4,1,75,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,2,11,15,Layak Minum
18011,32,1,12,1,0,1,1,0,0,0,33,35,33,2,4,1,58,2,1,1,1,0,3,1,1,0,0,0,0,0,1,1,0,0,1,2,11,75,Layak Minum
18012,32,1,12,1,0,1,1,1,1,0,33,35,31,2,4,2,41,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,0,1,3,11,98,Layak Minum
18013,32,1,12,1,0,1,1,0,1,0,33,35,33,3,4,1,54,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,0,0,3,11,24,Layak Minum
18014,32,1,12,1,0,1,1,0,1,0,33,35,35,2,2,2,63,2,1,1,1,0,3,1,1,0,0,0,0,0,1,1,0,0,4,3,11,72,Layak Minum
18015,32,1,12,1,0,1,1,0,1,0,33,35,33,3,4,1,59,2,1,1,1,0,3,1,1,0,0,0,0,0,1,1,0,0,1,2,11,97,Layak Minum
18016,32,1,12,1,1,1,1,1,1,0,33,35,33,3,2,1,60,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,4,4,11,70,Layak Minum
18017,32,1,17,1,1,1,1,0,0,0,36,24,32,2,4,1,45,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,0,1,1,21,36,Layak Minum
18018,32,1,17,1,0,1,1,1,1,0,35,35,32,2,4,1,65,2,3,NA,NA,NA,3,1,1,0,0,0,0,0,1,1,0,0,1,1,21,36,Layak Minum
18022,32,1,17,1,0,1,1,0,1,0,33,35,31,1,4,1,40,2,3,NA,NA,NA,3,0,0,0,0,0,0,0,1,1,0,0,0,2,21,9,Layak Minum
18023,32,1,12,1,0,1,0,0,1,0,35,35,32,2,1,1,19,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,0,1,2,11,32,Layak Minum
18024,32,1,12,1,0,1,1,1,1,1,33,35,34,4,4,1,57,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,5,11,300,Layak Minum
18025,32,1,12,1,0,1,1,1,1,0,33,35,33,3,4,1,46,2,1,1,1,0,3,1,1,0,0,0,0,1,1,1,0,0,1,4,11,55,Layak Minum
18026,32,1,12,1,1,1,0,1,1,0,33,35,33,2,4,1,53,2,1,1,1,0,3,1,1,0,0,0,0,0,1,1,0,0,2,3,11,108,Layak Minum
18027,32,1,12,1,1,1,1,0,1,0,33,35,32,2,4,1,39,2,1,1,1,0,NA,1,1,0,0,0,0,0,1,1,0,0,4,3,11,40,Layak Minum
18029,32,1,12,1,1,1,0,0,0,0,33,35,32,2,4,1,40,2,1,1,1,0,NA,0,0,0,0,0,0,0,1,1,0,0,1,2,11,21,Layak Minum
18030,32,1,12,1,1,1,1,1,1,0,33,35,32,2,2,1,39,2,1,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,1,4,11,40,Layak Minum
18031,32,1,12,1,0,1,1,0,1,0,33,35,34,7,4,1,64,2,1,1,1,0,2,1,1,0,0,0,0,0,1,1,1,1,0,3,11,200,Layak Minum
18032,32,1,12,1,0,1,1,1,0,0,33,35,34,3,4,1,55,2,1,1,1,0,2,1,1,0,0,0,0,0,1,1,1,1,0,3,11,140,Layak Minum
18033,32,1,12,1,1,1,1,0,0,0,33,35,33,3,4,2,76,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,4,3,11,140,Layak Minum
18034,32,1,12,1,0,1,1,0,1,0,33,35,33,1,4,1,54,2,1,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,1,4,11,16,Layak Minum
18035,32,1,12,1,1,1,0,1,1,0,34,35,35,4,4,1,50,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,2,11,140,Layak Minum
18036,32,1,12,1,1,1,1,1,1,1,33,35,33,5,2,1,64,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,4,5,11,200,Layak Minum
18037,32,1,31,1,0,1,0,0,0,0,35,35,33,2,2,2,74,2,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,31,56,Layak Minum
